lyrics,year,title,artist_x,weeks,rank,broad_genre,artist_y,Mood
"Who do I have? Heaven and hell my friend, my friend I won't fit in here Everything must end  Hello From the dark side end, does anybody here wanna be my friend? Want it all to end Tell me when the fuck is it all gon' end? Voices in my head telling me I'm gonna end up dead  So save me Before I fall  So save me I don't wanna be alone  So save me Before I fall So save me I don't wanna be alone",2017.0,Save Me,xxxtentacion,1.0,94.0,rap,Nicki Minaj,relaxed
"Who do I have? Heaven and hell my friend, my friend I won't fit in here Everything must end  Hello From the dark side end, does anybody here wanna be my friend? Want it all to end Tell me when the fuck is it all gon' end? Voices in my head telling me I'm gonna end up dead  So save me Before I fall  So save me I don't wanna be alone  So save me Before I fall So save me I don't wanna be alone",2017.0,Save Me,xxxtentacion,1.0,94.0,rap,Unwritten Law,sad
"I've got a candle And I've got a spoon I live in a hallway with no doors and no rooms Under the window sill they all were found A touch of concrete within a doorway Without a sound  Someone save me if you will And take away all these pills And please just save me, if you can From the blasphemy in my wasteland  How did I get here And what went wrong Couldn't handle forgiveness Now I'm far beyond gone And I can hardly remember the look of my own eyes How could I love this My life's so dishonest It made me compromise  Someone save me if you will And take away all these pills And please just save me, if you can From the blasphemy in my wasteland  Jump in the water Jump in with me Jump on the altar Lay down with me My hardest question to answer is why  Someone save me if you will And take away all these pills And please just save me, if you can From the blasphemy in my wasteland  Some one save me Some one save me Somebody save me Somebody save me Please don't erase me",2006.0,Save Me,shinedown,11.0,94.0,rap,Nicki Minaj,relaxed
"I've got a candle And I've got a spoon I live in a hallway with no doors and no rooms Under the window sill they all were found A touch of concrete within a doorway Without a sound  Someone save me if you will And take away all these pills And please just save me, if you can From the blasphemy in my wasteland  How did I get here And what went wrong Couldn't handle forgiveness Now I'm far beyond gone And I can hardly remember the look of my own eyes How could I love this My life's so dishonest It made me compromise  Someone save me if you will And take away all these pills And please just save me, if you can From the blasphemy in my wasteland  Jump in the water Jump in with me Jump on the altar Lay down with me My hardest question to answer is why  Someone save me if you will And take away all these pills And please just save me, if you can From the blasphemy in my wasteland  Some one save me Some one save me Somebody save me Somebody save me Please don't erase me",2006.0,Save Me,shinedown,11.0,94.0,rap,Unwritten Law,sad
"I'm jealous I'm overzealous When I'm down I get real down When I'm high, I don't come down I get angry Baby, believe me I could love you just like that And I could leave you just this fast  But you don't Judge me 'Cause if you did, baby I would judge you too No, you don't judge me 'Cause if you did, baby I would judge you too  'Cause I got issues But you got 'em too So give 'em all to me And I'll give mine to you Bask in the glory Of all our problems 'Cause we got the kind of love It takes to solve 'em  Yeah, I got issues And one of them is how bad I need you  You do shit on purpose You get mad and you break things Feel bad, try to fix things But you're perfect Poorly wired circuit And got hands like an ocean Push you out Pull you back in  'Cause you don't Judge me 'Cause if you did, baby I would judge you too No, you don't judge me 'Cause you see it from the same Point of view  'Cause I got issues But you got 'em too So give 'em all to me And I'll give mine to you Bask in the glory Of all our problems 'Cause we got the kind of love It takes to solve 'em  Yeah, I got issues And one of them is how bad I need you  And one of them is how bad I Need you (I got issues, you got 'em too)  'Cause I got issues (I got) But you got 'em too So give 'em all to me (You got 'em too) And I'll give mine to you Bask in the glory (I got issues) Of all our problems 'Cause we got the kind of love (You got 'em too) It takes to solve 'em  Yeah, I got issues (I got) And one of them is how bad I need you (You got 'em too) Yeah, I got issues (I got issues) And one of them is how bad I need you (You got 'em too) Yeah, I got issues (I got) And one of them is how bad I need you",2017.0,Issues,julia michaels,29.0,44.0,pop,Escape The Fate,sad
"Lord, forgive me for my sins, used to pray to get a brick Nigga icy like it's hockey, and I'm playin' with them sticks He don't like me, but he gotta respect the fact we gettin' rich Nigga threw a shot and missed me, threw 'em back and he got hit Brrrt, brrrt Went from public housing to a glass house (glass house) Fuckin' famous bitches in my trap house My main bitch fight my side bitch, Kash Doll The only way to keep them quiet when I cash out (woo!) What you doin'? Gettin' paid, young nigga How you in the mob? 'Cause I'm made, young nigga Say you need a job, come my way, young nigga And if I point 'em out, better spray them niggas, bop! I'm a bad influence (bad influence, ho) Talkin' money and I speak it fluent (speak it fluent, ho) Paid a couple mil' to wear Puma (wear Puma) I thank God for all this sauce, hallelujah (amen, amen, amen, woo) Yeah I knew it, hatin' on me, yeah I knew it (yeah I knew it) Come down to that check, I'm like Nike, I just do it (I just do it) Boy I must be poppin', they keep poppin' up with rumors (poppin') Where and who I'm poppin', what I'm coppin', who I'm screwin' (who I'm screwin') What you doin'? Wait a minute, gettin' paid (gettin' paid) She said, ""Meek you know my boyfriend and what's his name"" (what's his name) Yeah I know him, mhmm, he a lame (he a lame) Don't you ever bring that fuckboy up again  Poppin' all this shit, need some tissue I can't trust a bitch 'cause I got issues Young rich nigga so official Next up, disrespectful, might offend you (woah) Bunch of bad broads on the menu Bunch of foreign cars when we bend through Next up, disrespectful, might offend you When it's time for war we send the missiles (woah)  Hangin' by the rope like some dope (like some dope) Pretty hoe, deep throat 'til she choke (ooh) Pussy good, super wet, need a boat (need a boat) Niggas tryna run my way, let 'em float (let 'em die) Put my young bull on the chain 'cause I miss Snupe (miss Snupe) Fuck a bad broad, make her kiss Snupe (kiss Snupe) I can't ever tell a bitch, ""I miss you"" (miss you) Better not tell nobody if I kiss you (bitch, you) Kiss and tell, fuck you good, hit you well (hit you well) I just made like 20 M's, they say it's an L (what?) Niggas prayin' that I fall and I wish 'em well Bitch you crazy, I'm too wavy, I'm like Biggavel'  Poppin' all this shit, need some tissue I can't trust a bitch 'cause I got issues Young rich nigga so official Next up, disrespectful, might offend you (woah) Bunch of bad broads on the menu Bunch of foreign cars when we bend through Next up, disrespectful, might offend you When it's time for war we send the missiles (woah)  Hit 'em with finesse, kill 'em with success Nigga lookin' broke, give them niggas stress (broke) Don't do some shit you know that you gon' regret Reachin' for my neck, that'll get you stretched (brrrt, brrrt)  Poppin' all this shit, need some tissue I can't trust a bitch 'cause I got issues Young rich nigga so official Next up, disrespectful, might offend you (woah) Bunch of bad broads on the menu Bunch of foreign cars when we bend through Next up, disrespectful, might offend you When it's time for war we send the missiles (brrrt, brrrt)",2017.0,Issues,meek mill,1.0,77.0,rap,Escape The Fate,sad
"Hadn't had a good time Since you know when Got talked into goin' out With hopes you were stayin' in  I was feelin' like myself for the first time In a long time 'Til I bumped into some of your friends Over there talkin' to mine  Then you rolled in with your hair in the wind Baby without warnin' I was doin' alright but just your sight Had my heart stormin'  The moon went hidin' Stars quit shinin' Rain was droppin' Thunder 'n lightnin' You wrecked my whole world when you came And hit me like a hurricane You hit me like a hurricane  Knew it was gonna be a long night From the moment when We locked eyes over whiskey on ice Started talkin' 'bout us again If I woulda just layed my drink down And walked out I wouldn't be in my truck Drivin' us to your house  But you rolled in with your hair in the wind Baby without warnin' I was doin' alright but just your sight Had my heart stormin'  The moon went hidin' Stars quit shinin' Rain was droppin' Thunder 'n lightnin' You wrecked my whole world when you came And hit me like a hurricane You hit me like a hurricane  Yeah we go to five With your smile, blew me away And girl it ain't but midnight She done killed the lights Bend my heart back to your bedside  Then you rolled in with your hair in the wind Baby without warnin' I was doin' alright but just your sight Had my heart stormin'  The moon went hidin' Stars quit shinin' Rain was droppin' Thunder 'n lightnin'  You wrecked my whole world when you came And hit me like a hurricane You hit me like a hurricane Hit me like a hurricane",2017.0,Hurricane,luke combs,22.0,50.0,country,Eric Benet,angry
"Raise a cup up for all my day ones Two middle fingers for the haters Life's only getting greater Straight up from nothing we go Higher than the highest skyscraper No Little League, we major The proof is in the paper  We put the good in the good in the good life We put the good in the good in the good life We put the bad in the past, now we alright (Eazy) Hey, ayy, ayeh, ayy, ayy (Kehlani, I got you)  Yeah, and it's a feeling that I can't explain How you make it and your team still stay the same Stay down from the jump and they never change Man, this a moment I could never trade, yeah I told my moms not to stress no more Go hit the Bentley store and no credit card debts no more (I love you mom) I bought the crib and it's in escrow now So you don't ever have to worry about how you gon' pay rent no more  I put my team in position, now they makin' a killin' Stackin' blue faces straight to the ceiling Out in Vegas I'm with 'em Ordering bottles of that Ace when they sit 'em 'Til there ain't enough space up on the table to fit 'em Go ahead and...  Raise a cup up for all my day ones Two middle fingers for the haters Life's only getting greater Straight up from nothing we go Higher than the highest skyscraper No Little League, we major The proof is in the paper  We put the good in the good in the good life (The good life) We put the good in the good in the good life (I said the good life) We put the bad in the past, now we alright (We alright) Hey, ayy, ayeh, ayy, ayy (Yeah) (Ah)  Pour some Clicquot in the glass, have a toast to success No looking back from here, no more being broke and distressed I put my heart into this game like I opened my chest We only pray for more M's while you hope for the best We make these plays, man I'm finessin' these checks Times up for everybody, I'm collecting on debts And I swear this champagne just tastes better on jets I'm just out here being great, man, this is as real as it gets  I put my team in position, now they makin' a killin' Stackin' blue faces straight to the ceiling Out in Vegas I'm with 'em Ordering bottles of that Ace when they sit 'em 'Til there ain't enough space up on the table to fit 'em Go ahead and...  Raise a cup up for all my day ones Two middle fingers for the haters Life's only getting greater (Yeah) Straight up from nothing we go (Go up) Higher than the highest skyscraper No Little League, we major (Yeah) The proof is in the paper (You know)  We put the good in the good in the good life (The good life) We put the good in the good in the good life (I said the good life) We put the bad in the past, now we alright (We alright) Hey, ayy, ayeh, ayy, ayy  Damn right, from the bottom we rise So high, now we cover sky lights We're building an empire We owe it all to each other Just look at us right now, destined We're so good right now, legend Here's to you and I Raise 'em to the sky (Yeah)  We put the good in the good in the good life We put the good in the good in the good life We put the bad in the past, now we alright (Yeah, yeah, yeah, you know) We put the good in the good in the good life (The good life) We put the good in the good in the good life (I said the good life) We put the bad in the past, now we alright (We alright) Hey, ayy, ayeh, ayy, ayy (Yeah, yeah, yeah, yeah)  Ahh, the good life",2017.0,Good Life,g-eazy,5.0,90.0,rap,Inner City,happy
"Woke up in London yesterday Found myself in the city near Picadilly Don't really know how I got here I got some pictures on my phone  New names and numbers that I don't know Address to places like Abbey Road Day turns to night Night turns to whatever we want  We're young enough to say  Oh, this has gotta be the good life  This has gotta be the good life This could really be a good life, good life Say oh, got this feeling that you can't fight  Like this city is on fire tonight  This could really be a good life A good, good life Oh oh oh oh oh oh To my friends in New York I say hello  My friends in L.A. they don't know Where I've been for the past few years or so Paris to China to Colorado Sometimes there's airplanes I can't jump out  Sometimes there's bullshit that don't work now We all got our stories but please tell me-e-e What there's to complain about When you're happy like a fool  Let it take you over When everything is out You gotta take it in Oh, this has gotta be the good life  This has gotta be the good life This could really be a good life, good life Say oh, got this feeling that you can't fight Like this city is on fire night This could really be a good life A good, good life Oh oh oh oh oh oh Oh good, good life Oh yeah, oh oh oh oh Hopelessly I feel like there might be something that I'll miss  Hopelessly I feel like the window closes oh so quick Hopelessly I'm taking a mental picture of you now Cause hopelessly the hope is we have so much to feel good about Oh, this has gotta be the good life This has gotta be the good life This could really be a good life, good life Say oh, got this feeling that you can't fight Like this city is on fire night This could really be a good life A good, good life Oh yeah Good, good life Good life Oh oh oh oh oh oh Listen! To my friends in New York I say hello My friends in L.A. they don't know Where I've been for the past few years or so Paris to China to Colorado Sometimes there's airplanes I can't jump out Sometimes there's bullshit that don't work now We all got our stories but please tell me-e-e What there's to complain about.",2011.0,Good Life,onerepublic,35.0,41.0,rap,Inner City,happy
"Like we always do at this time I go for mine, I got to shine Now throw your hands up in the sky I g-go for mine, I got to shine Now throw your hands up in the sky  I'ma get on this TV mama, I'ma I'ma put shit down Hey, hey, hey, hey, hey, hey Hey, I'm good  Welcome to the good life Where niggaz that sell D Won't even get pulled over in they new V The good life, let's go on a living' spree Shit they say the best things in life are free The good life, it feel like Atlanta It feel like L.A., it feel like Miami It feel like N.Y., summertime Chi, ahh (Now throw your hands up in the sky) So I roll through good Y'all pop the trunk, I pop the hood, Ferrari And she got the goods And she got that ass, I got to look, sorry Yo it's got to be cause I'm seasoned Haters give me them salty looks, Lowry's 50 told me go 'head switch the style up And if they hate then let 'em hate And watch the money pile up, the good life  Now I, I go for mine, I got to shine Now throw your hands up in the sky Now I, I go for mine, I got to shine Now throw your hands up in the sky  I'ma get on this TV mama, I'ma I'ma put shit down Hey, hey, hey, hey, hey, hey Hey, I'm good  Welcome to the good life Where we like the girls who ain't on TV Cause they got more (Ass than the models) The good life, so keep it coming' with the bottles  Till she feel boozed like she bombed out Apollo The good life, it feel like Houston It feel like Philly, it feel like D.C. It feel like VA, or the Bay, or Ye Ayy, this is the good life  Homie, tell me what's good Why I only got a problem when you in the hood Like I'm new in the hood, the only thing I wish? (I wish a nigga would) He probably think he could, but, but I don't think he should 50 told me go 'head switch the style up And if they hate then let 'em hate And watch the money pile up, the good life  Now I, I go for mine, I got to shine Now throw your hands up in the sky Now I, I go for mine, I got to shine Now throw your hands up in the sky  I'ma get on this TV mama, I'ma I'ma put shit down Hey, hey, hey, hey, hey, hey Hey, I'm good  Have you ever popped champagne on a plane While getting' some brain Whipped it out, she said ""I never seen snakes on a plane"" Whether you broke or rich you gotta get biz Having' money's the everything that having' it is I was splurging' on trizz But when I get my card back activated I'm back to Vegas cause I always had a passion for flashing' before I had it I close my eyes and imagine, the good life  Is the good life better than the life I live When I thought that I was gonna go crazy And now my grandmamma ain't the only girl calling me baby And if you feeling' me now then put your hands up in the sky And let me hear you say hey, hey, hey, ooh I'm good",2008.0,Good Life,kanye west,21.0,50.0,rap,Inner City,happy
"Okay I was gone for a minute but I'm back now Sit the fuck back down Seem like everybody nowadays Hollywood Oh it's like that now? I'ma show you mothafuckas how to act now I'ma show em how to act I'ma show em how to act  Okay now picture little Bobby just a youngin' runnin' round With his mans, hammer in his hands, feelin' like the man Run, mothafucka, run Before the popo get the gun, put it to your brain like goddamn! Everybody know you ain't about it Everything you talk about I know I can live without it Red light, stop. Green light, go! Everything ain't what it seem like Mothafucka I know! Hold up, what you mean, where you been? Bitch I been in This is merely the beginning again What you been living in? A box, under the bridge, like Anthony Kiedis? Looking for something to complete us And maybe lead us, fuck an elitist Hell of a long way from equal is how they treat us Body of a builder with the mind of a fetus Turn on the television and see the vision they feed us  And I wish I could erase that, face facts  Everybody people, everybody bleed, everybody need something Everybody love, everybody know, how it go  Everybody people, everybody bleed, everybody need something Everybody love, everybody know  I been knockin doors down like a Jehovah witness God as my witness, I'm with this But on the real I think I need another witness! If it was 1717, black daddy, white momma wouldn't change a thing Light skin mothafucka certified as a house nigga Well I'll be God damned, go figure In my blood is the slave and the master It's like the devil playin spades with the pastor But he was born with the white privilege! Man what the fuck is that? White people told me as a child, as a little boy, playin with his toys I should be ashamed to be black And some black people look ashamed when I rap Like my great granddaddy didn't take a whip to the back Not accepted by the black or the white  I don't give a fuck, praise God, I could see the light Everybody talkin' 'bout race this, race that I wish I could erase that, face facts  Everybody people, everybody bleed, everybody need something Everybody love, everybody know, how it go Everybody people, everybody bleed, everybody need something Everybody love, everybody know  Okay I was gone for a minute but I'm back now Sit the fuck back down Seem like everybody nowadays Hollywood Oh it's like that now? I'ma show you mothafuckas how to act now I'ma show em how to act I'ma show em how to act",2017.0,Everybody,logic,2.0,71.0,rap,Ingrid Michaelson,happy
"So here you are now, nowhere to turn It's just the same old yesterday You made a promise to yourself That you were never gonna be this way And the only thing that you've ever known is to run So you keep on driving faster into the sun  Cause everybody needs somebody sometimes Yeah, everybody needs somebody sometimes  Don't have to find your own way out You've got a voice, let it be heard Just when it feels you're on a dead end road There's always somewhere left to turn  So don't give up now You're so close to a brand new day Yes, you are And if you just can bear to be alone Then I'll stay  Cause everybody needs somebody sometimes Yeah, everybody needs somebody sometimes  Well, maybe I been too caught up to see What you've been going through and all that I can say is I'm here now  Oooo, yeah  And everybody needs somebody sometimes Yeah, everybody needs somebody sometimes Everybody needs somebody sometimes A little left to save Everybody needs somebody sometimes Gotta have someone beside you Gotta have someone beside you Yes, ya do, yes, ya do Everybody, everybody needs somebody sometimes",2008.0,Everybody,keith urban,19.0,100.0,country,Ingrid Michaelson,happy
"Oh, hey Yeah, it's Breezy Yeah, yeah, yeah  Pull up on your bitch, tell your man I'm sorry Hundred on my wrist, jumpin' out the 'rari Ooh, she hit the splits, she know how to party When I'm with my clique, we know how to party How to party, yeah, we know how to party How to party, yeah, we know how to party How to party, yeah, we know how to party How to party, yeah, we know how to party  Bitches dancin' naked in my livin' room She straight out of college, just turned 22 Girl, get your money up, I ain't even mad at you Got you all on me, makin' these niggas catchin' attitudes Tell 'em don't start it, my niggas retarded Fuck the judge and the sentence, huh, I got a good lawyer I got a few girls on the way, baby girl, you ain't leavin' It's my birthday with the cake, fuck it up, then let me eat it  Pull up on your bitch, tell your man I'm sorry Hundred on my wrist, jumpin' out the 'rari Ooh, she hit the splits, she know how to party When I'm with my clique, we know how to party How to party, yeah, we know how to party How to party, yeah, we know how to party How to party, yeah, we know how to party How to party, yeah, we know how to party  Yeah, I just got the ring, I think I deserve a toast Shout out to my team, we be out there doin' the most Girl, come to my place, but don't bring no clothes Let's be dirty babe, baby, drop it low Pop rubber bands all on her ass, baby been eating her wheaties All in the back, dishin' the cash, make me if you need it I got a few girls on the way, baby girl, you ain't leavin' It's my birthday with the cake, lick it all, let me eat it  Pull up on your bitch, tell your man I'm sorry Hundred on my wrist, jumpin' out the 'rari Ooh, she hit the splits, she know how to party When I'm with my clique, we know how to party How to party, yeah, we know how to party How to party, yeah, we know how to party How to party, yeah, we know how to party How to party, yeah, we know how to party  It's party, party, party like a nigga just got out of jail Flyin' in my 'rari like a bat that just flew outta hell I'm from the east of ATL, but ballin' in the Cali hills Lil mama booty boomin', that bitch movin' and she standin' still I know these bitches choosin' me, but I got 80 on me still I'm tryna fuck, who tryna chill? 'Cause I'm just tryna pay some bills I'm multi millionare LaFlare, this watch here cost a quarter M Just look at me and look at them, I smashed her on my first attempt Like Scarface bitch, the world is mine, you should read the blimp So either you gon' take a ride, or you gon' stay with him 'Cause I got places I can be, I get yo ass on the scene Gucci, CB VIP, so fuck them niggas, look at me, Wop  Pull up on your bitch, tell your man I'm sorry Hundred on my wrist, jumpin' out the 'rari Ooh, she hit the splits, she know how to party When I'm with my clique, we know how to party How to party, yeah, we know how to party How to party, yeah, we know how to party How to party, yeah, we know how to party How to party, yeah, we know how to party",2017.0,Party,chris brown,20.0,80.0,r&b,Boston,happy
"You a bad girl and your friends bad too, oh You got the swag sauce, you dripping swag goo You a bad girl and your friends bad too, oh You got the swag sauce, you dripping swag goo, ooh  I may be young but I'm ready To give you all my love I told my girls you can get it Don't slow it down, just let it go  So in love, I'll give it all away Just don't tell nobody tomorrow So tonight, I'll do it every way Speakers knocking 'til the morning light  'Cause we like to party Hey, hey, hey, hey, hey, hey 'Cause we like to party Hey, hey, hey, hey, hey, hey 'cause we like to party  Your touch is driving me crazy I can't explain the way I feel Top down with the radio on And the night belongs to us Just hold me close, don't let me go  So in love, I don't care what they say I don't care if they talking tomorrow 'Cause tonight's the night, oh oh That I give you everything, music knocking 'til the morning light 'Cause we like to party  Set the scene, three thousand degrees Ain't worried 'bout them But they worry 'bout me I got a homeboy named Butta And another homeboy there named Cheese with me, baby, I make it milk 'Til it drip down yo' knees Spit this shit for rillo Brain Brillo Kiddo say he looks up to me This just makes me feel old Never thought that we could become Someone else's hero Man, we were just in the food court Eating our gyros Yesterday, that's the way Every single morning I try to pray Grandmom an' 'em, they never forgot Nothing else really mean nothing to me I ain't stunting to beat Talking to me? Girl, why you with me? Move on, ain't nothing to see Psst, always something to salt I'm the raw off the rip 'Cause of him, all of them Will remember the men And that they fell in love with rap Black like having your cousin back Blue like when that rent is due Cream like when I'm loving you, yeah  So in love, I'd give it all away Just don't tell nobody tomorrow 'Cause tonight's the night, oh oh That I give you everything, music knocking 'til the morning light  'Cause we like to party Hey, hey, hey, hey, hey, hey, hey 'Cause we like to party Hey, hey, hey, hey, hey, hey, we like to party You a bad girl and your friends bad too, oh You got the swag sauce, you dripping swag goo You a bad girl and your friends bad too, oh You got the swag sauce, you dripping swag goo, ooh",2012.0,Party,beyonce,18.0,94.0,r&b,Boston,happy
"Climb up the H Of the Hollywood sign, yeah In these stolen moments The world is mine (do it, do it) There's nobody here Just us together (shut up, shut up) Keepin' me hot Like July forever  'Cause we're the masters of our own fate We're the captains of our own souls There's no way for us to come away 'Cause boy we're gold, boy we're gold And I was like...  Take off, take off Take off all your clothes Take off, take off Take off all your clothes Take off, take off Take off all of your clothes They say only the good die young That just ain't right 'Cause we're having too much fun Too much fun tonight, yeah  And a lust for life, and a lust for life And a lust for life, and a lust for life Keeps us alive, keeps us alive Keeps us alive, keeps us alive And a lust for life, and a lust for life And a lust for life, and a lust for life Keeps us alive, keeps us alive Keeps us alive, keeps us alive  Then, we dance on the H Of the Hollywood sign, yeah 'Til we run out of breath Gotta dance 'til we die (duwop, duwop) My boyfriend's back And he's cooler than ever (shuwop, shuwop) There's no more night Blue skies forever  'Cause we're the masters of our own fate We're the captains of our own souls So there's no need for us to hesitate We're all alone, let's take control And I was like...  Take off, take off Take off all your clothes Take off, take off Take off all your clothes Take off, take off Take off all of your clothes They say only the good die young That just ain't right 'Cause we're having too much fun Too much fun tonight, yeah  And a lust for life, and a lust for life And a lust for life, and a lust for life Keeps us alive, keeps us alive Keeps us alive, keeps us alive And a lust for life, and a lust for life And a lust for life, and a lust for life Keeps us alive, keeps us alive Keeps us alive, keeps us alive  My boyfriend's back And he's cooler than ever There's no more night Blue skies forever I told you twice In our love letter There's no stopping now Green lights forever And I was like...  Take off, take off Take off all your clothes Take off, take off Take off all your clothes Take off, take off Take off all of your clothes  And a lust for life, and a lust for life And a lust for life, and a lust for life Keeps us alive, keeps us alive Keeps us alive, keeps us alive And a lust for life, and a lust for life And a lust for life, and a lust for life Keeps us alive, keeps us alive Keeps us alive, keeps us alive",2017.0,Lust For Life,lana del rey,1.0,64.0,pop,Iggy Pop,happy
"Anytime I'm alone, I can't help thinking about you All I want, all I need, honestly, it's just me and you   He giving me that good shit That make me not quit, that good shit He giving me that good shit That make me not quit, that good shit   Oh, he give it to me Everyday, everyday, everyday He give it to me Everyday, everyday, everyday Oh, he give it to me Everyday, everyday, everyday He give it to me Everyday, everyday, everyday   Anytime, anywhere, baby boy, I can misbehave Breathe me in, breathe me out, fill me up Running through your veins   He giving me that good shit That make me not quit, that good shit He giving me that good shit That make me not quit, that good shit   Oh, he give it to me Everyday, everyday, everyday He give it to me Everyday, everyday, everyday Oh, he give it to me Everyday, everyday, everyday He give it to me Everyday, everyday, everyday   Make me go.... La, la, la, la, la, la, la, la La, la, la, la, la, la Everyday, everyday La, la, la, la, la, la, la, la La, la, la, la, la, la Everyday, everyday   I put that work on you everyday When the night fall 'til the sun come You done fell in love with a bad guy I don't compromise my passion It's not what you do for me, I'm doing the same for you I don't be tripping or making mistakes I made too many in my past (that's right) I fight for the things you believe in I got your body and put it on drive and I got the keys and We about to take us a vacation I'm about to put all this vintage loving on you Baby like it was the late 80s When you ride on me, baby rotate it   He giving me that good shit That make me not quit, that good shit He giving me that good shit That make me not quit, that good shit   Oh, he give it to me Everyday, everyday, everyday He give it to me Everyday, everyday, everyday Oh, he give it to me Everyday, everyday, everyday He give it to me Everyday, everyday, everyday  Make me go.... La, la, la, la, la, la, la, la La, la, la, la, la, la Everyday, everyday La, la, la, la, la, la, la, la La, la, la, la, la, la Everyday, everyday  Give it to me, to me (She got me on it...) Oh, he give it to me every day (She got me on it...)",2017.0,Everyday,ariana grande,7.0,94.0,pop,Dave Matthews Band,happy
"Everyday I spend my time Drinking wine, feeling fine Waiting here to find the sign That I can understand Yes I am  So everyday I spend my time Drinking wine, feeling fine Waiting here to find the sign That I should take it slow  Off again did he go To another dimension my mind Body, soul imprisoned my eye Probably going ballistic but listen I'm missing a couple of screws They ain't never do dreaming true, you been sipping away at the truth But besides the wisdom I do-do-do Rolling do, hitting switches, rolling ditches, blowing kisses To the bitches, hold the biscuits, whats the business Beat the system, cold defendants Blow the symptoms, go to prison Go to church and pray to father Lord forgive us And only God can judge me And he don't like no ugly I look so fucking good most dykes'll fuck me buddy Yeah I'm a piece of shit I know I plead the fifth I tell her holla if ya need some dick The devotion its getting hopeless Behold it I'm getting closest My soul is I'm seeing ghosts A solo is now a poet Hypnosis overdose on potions Adjusting to the motions And getting out all my emotions  Everyday I spend my time Drinking wine, feeling fine Waiting here to find the sign That I can understand Yes I am  So everyday I spend my time Drinking wine, feeling fine Waiting here to find the sign That I should take it slow  This type of shit make a nigga wanna flip September through August This type of shit got em busting off the clip in the middle of the office And a message to the bosses The Misfits new outfit is on the bloglist Gorgeous hoes, keep the saying that they cost it For the Porsche's get em nauseous Plus I ain't even mad yet, niggas caught me in a good mood Paparazzi wanna nag a nigga chillin' at the bag check Wanna show me in my good shoes When papa got the brand new bag Flacko got the brand new rag That's good news Hood dudes usually don't look like you How I'm finna get a deal and come back and the whole hood look like you Screaming ""Pimp Squad, hold it down!"" Can't drive, bitch I'm legally blind bitch If I leave or die, it's up to me to decide Shit niggas copping guns like they legal to buy The only key to survive in getting a piece of the pie Is to agree with them a lot or just believe a facade bitch And I'll be fine just drinking my wine bitch  I got the love birds chirpin' out the window But I don't need love no mo I'll be fine Sipping wine Taking time slowly  I got the love birds chirpin' out the window But I don't need love no mo I'll be fine Sipping wine Taking time slowly  Everyday I spend my time Drinking wine, feeling fine Waiting here to find the sign That I can understand Yes I am  Everyday I spend my time drinking wine Feeling fine Waiting here to find the sign I don't care if I ever know  I got the love birds chirpin' out the window But I don't need love no mo I'll be fine Sipping wine Taking time slowly  I got the love birds chirpin' out the window But I don't need love no mo I'll be fine Sipping wine Taking time slowly",2015.0,Everyday,a$ap rocky,2.0,99.0,rap,Dave Matthews Band,happy
"I can see you hurting I've been through the same thing Baby, don't you worry, I got you I just wanna know you Tell me all your secrets Looking like you need it  'Cause I got you, you-oh, you I got you, I got you 'Cause I got you, you-oh, you I got you, I got you  We can get high, oh, nah-nah-nah We can get low, oh, nah-nah-nah Let me be your friend, baby, let me in Tell you no lies, oh, nah-nah-nah We can get lost, oh, nah-nah-nah Take it all off, oh, nah-nah-nah Let me be your friend, baby, let me in Give it to me all, oh, nah-nah-nah  Tell me what you're thinking Always overthinking I just wanna love you, I got you Don't have to be so guarded Let's finish what we started It's all I ever wanted  'Cause I got you, you-oh, you I got you, I got you  We can get high, oh, nah-nah-nah We can get low, oh, nah-nah-nah Let me be your friend, baby, let me in Tell you no lies, oh, nah-nah-nah We can get lost, oh, nah-nah-nah Take it all off, oh, nah-nah-nah Let me be your friend, baby, let me in Give it to me all, oh, nah-nah-nah  'Cause I got you, you-oh, you I got you, I got you  I'd do the time for you Tell a lie for you Yeah, baby, that's what I'd do I'd walk the line for you Take a shot for you Yeah, baby, that's what I'd do  'Cause I got you, it's true I'd die for you, I'd die for you I got you  We can get high, oh, nah-nah-nah We can get low, oh, nah-nah-nah Let me be your friend, baby, let me in Tell you no lies, oh, nah-nah-nah We can get lost, oh, nah-nah-nah Take it all off, oh, nah-nah-nah Let me be your friend, baby, let me in Give it to me all, oh, nah-nah-nah  'Cause I got you, you-oh, you I got you, I got you I got you, you-oh, you I got you, I got you I got y-",2017.0,I Got You,bebe rexha,11.0,82.0,edm,Craig Morgan,relaxed
